obs_date,ccy,near_date,far_date,near_pts,far_pts,spot,imm_spread_pts,leg_days,days_to_near,ann_pct,pair,quarter_pair
2016-09-21,THB,2016-12-21,2017-03-15,-0.08264658966233873,-0.15348392729557392,32.710932330464836,-0.07083733763323519,84,91,-0.930446031607127,Dec16-Mar17,Dec-Mar
2016-09-22,THB,2016-12-21,2017-03-15,-0.07684317624690394,-0.14309632651085435,32.80288539895956,-0.06625315026395041,84,90,-0.8676333991977092,Dec16-Mar17,Dec-Mar
2016-09-23,THB,2016-12-21,2017-03-15,-0.08023613733953984,-0.15048795460295944,32.86003146586524,-0.0702518172634196,84,89,-0.9184902279765363,Dec16-Mar17,Dec-Mar
2016-09-26,THB,2016-12-21,2017-03-15,-0.07531813114564663,-0.14340203008309382,32.895886577710904,-0.0680838989374472,84,86,-0.8890404770971314,Dec16-Mar17,Dec-Mar
2016-09-27,THB,2016-12-21,2017-03-15,-0.0779553019892942,-0.14952813173341672,32.792106271785855,-0.07157282974412252,84,85,-0.9376391861326232,Dec16-Mar17,Dec-Mar
2016-09-28,THB,2016-12-21,2017-03-15,-0.0777750159156899,-0.15013842803338398,32.46962278797498,-0.07236341211769408,84,84,-0.9574288915476752,Dec16-Mar17,Dec-Mar
2016-09-29,THB,2016-12-21,2017-03-15,-0.0733119340076059,-0.14211260291104527,32.36724850506725,-0.06880066890343937,84,83,-0.9130506865812706,Dec16-Mar17,Dec-Mar
2016-09-30,THB,2016-12-21,2017-03-15,-0.06762255339239381,-0.13146122958143108,32.599246643416315,-0.06383867618903727,84,82,-0.8410103527795667,Dec16-Mar17,Dec-Mar
2016-10-03,THB,2016-12-21,2017-03-15,-0.06436878771830305,-0.13410787552772807,32.68396870440021,-0.06973908780942502,84,79,-0.9162644718541748,Dec16-Mar17,Dec-Mar
2016-10-04,THB,2016-12-21,2017-03-15,-0.06364881961664078,-0.13315546647530221,32.61635094685449,-0.06950664685866144,84,78,-0.9150872582863576,Dec16-Mar17,Dec-Mar
2016-10-05,THB,2016-12-21,2017-03-15,-0.06422929442135744,-0.134920135744312,32.43657550836794,-0.07069084132295456,84,77,-0.9358628087215992,Dec16-Mar17,Dec-Mar
2016-10-06,THB,2016-12-21,2017-03-15,-0.05675115932156228,-0.11976053963485941,32.423281199027336,-0.06300938031329714,84,76,-0.834319282948843,Dec16-Mar17,Dec-Mar
2016-10-07,THB,2016-12-21,2017-03-15,-0.05758486158315139,-0.12202172611953316,32.726495670631934,-0.06443686453638177,84,75,-0.8453235324690223,Dec16-Mar17,Dec-Mar
2016-10-10,THB,2016-12-21,2017-03-15,-0.05485804396311553,-0.11774012004921916,32.6619789333416,-0.06288207608610363,84,72,-0.8264900563035622,Dec16-Mar17,Dec-Mar
2016-10-11,THB,2016-12-21,2017-03-15,-0.05410659411638539,-0.11664216050671661,32.56407684709273,-0.06253556639033123,84,71,-0.8243919270265783,Dec16-Mar17,Dec-Mar
2016-10-12,THB,2016-12-21,2017-03-15,-0.050508018753096684,-0.10926978019176962,32.609312912525105,-0.05876176143867294,84,70,-0.7734808487998172,Dec16-Mar17,Dec-Mar
2016-10-13,THB,2016-12-21,2017-03-15,-0.04869884970894539,-0.10576694455191366,32.554219443958026,-0.057068094842968264,84,69,-0.7524184964761942,Dec16-Mar17,Dec-Mar
2016-10-14,THB,2016-12-21,2017-03-15,-0.04611835244937029,-0.10051163868831413,32.311132653489935,-0.054393286238943836,84,68,-0.7224980026544957,Dec16-Mar17,Dec-Mar
2016-10-17,THB,2016-12-21,2017-03-15,-0.04016004020364161,-0.0883289562893943,32.23300566894722,-0.04816891608575269,84,65,-0.6412549365060035,Dec16-Mar17,Dec-Mar
2016-10-18,THB,2016-12-21,2017-03-15,-0.04160712952255304,-0.092064034232316,32.409387618247116,-0.05045690470976296,84,64,-0.6680837365505684,Dec16-Mar17,Dec-Mar
2016-10-19,THB,2016-12-21,2017-03-15,-0.046965464782477116,-0.10504319784124734,32.278405153257886,-0.058077733058770224,84,63,-0.7722415525264045,Dec16-Mar17,Dec-Mar
2016-10-20,THB,2016-12-21,2017-03-15,-0.046853101332770444,-0.10535550655579118,32.3990956024374,-0.058502405223020734,84,62,-0.7749836624288805,Dec16-Mar17,Dec-Mar
2016-10-21,THB,2016-12-21,2017-03-15,-0.04075283373014136,-0.09146660107683033,32.42933362464064,-0.05071376734668897,84,61,-0.6710535376749213,Dec16-Mar17,Dec-Mar
2016-10-24,THB,2016-12-21,2017-03-15,-0.03989030167499167,-0.09225076849489235,32.47016535983394,-0.052360466819900676,84,58,-0.6919521966874477,Dec16-Mar17,Dec-Mar
2016-10-25,THB,2016-12-21,2017-03-15,-0.03692384718853755,-0.08592171019556091,32.49736551966558,-0.048997863007023364,84,57,-0.646913075236217,Dec16-Mar17,Dec-Mar
2016-10-26,THB,2016-12-21,2017-03-15,-0.033843693333691846,-0.07919258762227124,32.49987427175023,-0.0453488942885794,84,56,-0.5986330962896184,Dec16-Mar17,Dec-Mar
2016-10-27,THB,2016-12-21,2017-03-15,-0.032948776454225656,-0.07780927135694447,32.76763663695476,-0.04486049490271882,84,55,-0.5873257893526583,Dec16-Mar17,Dec-Mar
2016-10-28,THB,2016-12-21,2017-03-15,-0.03427965484795392,-0.0821248158677014,32.872479129085136,-0.04784516101974748,84,54,-0.624427323567156,Dec16-Mar17,Dec-Mar
2016-10-31,THB,2016-12-21,2017-03-15,-0.03204634842568971,-0.07933574112355583,32.956969431383925,-0.047289392697866126,84,51,-0.6155483654050212,Dec16-Mar17,Dec-Mar
2016-11-01,THB,2016-12-21,2017-03-15,-0.029234770130477785,-0.08232555534671197,32.72588848884335,-0.053090785216234185,84,50,-0.6958875320956118,Dec16-Mar17,Dec-Mar
2016-11-02,THB,2016-12-21,2017-03-15,-0.030569170600231642,-0.08657344537857939,32.54984015063697,-0.05600427477834775,84,49,-0.7380802620881667,Dec16-Mar17,Dec-Mar
2016-11-03,THB,2016-12-21,2017-03-15,-0.028534645069751514,-0.08171954723158183,32.66836929169294,-0.05318490216183031,84,48,-0.6983347110884409,Dec16-Mar17,Dec-Mar
2016-11-04,THB,2016-12-21,2017-03-15,-0.029370571045031275,-0.0847248074573127,32.49471780337081,-0.055354236412281425,84,47,-0.7307251022737248,Dec16-Mar17,Dec-Mar
2016-11-07,THB,2016-12-21,2017-03-15,-0.03162220787483404,-0.09369780721333427,32.61992792027755,-0.06207559933850024,84,44,-0.8163611978699066,Dec16-Mar17,Dec-Mar
2016-11-08,THB,2016-12-21,2017-03-15,-0.03151615296057318,-0.09437507132152423,32.50709180783351,-0.06285891836095105,84,43,-0.8295322222060848,Dec16-Mar17,Dec-Mar
2016-11-09,THB,2016-12-21,2017-03-15,-0.02934692786895858,-0.08891683524747693,32.58912103036299,-0.05956990737851835,84,42,-0.784095129920567,Dec16-Mar17,Dec-Mar
2016-11-10,THB,2016-12-21,2017-03-15,-0.032399636733252,-0.09922424753089126,32.62074636988101,-0.06682461079763927,84,41,-0.8788147231827415,Dec16-Mar17,Dec-Mar
2016-11-11,THB,2016-12-21,2017-03-15,-0.031713780590889286,-0.0983127198317568,32.6665438591509,-0.06659893924086752,84,40,-0.8745993916036618,Dec16-Mar17,Dec-Mar
2016-11-14,THB,2016-12-21,2017-03-15,-0.027628715782311318,-0.08893797086444263,32.46920635868106,-0.061309255082131316,84,37,-0.8099296317961422,Dec16-Mar17,Dec-Mar
2016-11-15,THB,2016-12-21,2017-03-15,-0.026485576240242593,-0.08635324622590106,32.668497357528295,-0.05986766998565846,84,36,-0.7860291523363554,Dec16-Mar17,Dec-Mar
2016-11-16,THB,2016-12-21,2017-03-15,-0.026930705337360486,-0.08909513762650788,32.80588977259319,-0.06216443228914739,84,35,-0.8127744233069294,Dec16-Mar17,Dec-Mar
2016-11-17,THB,2016-12-21,2017-03-15,-0.027407552289663843,-0.09209684549953528,32.85310432041395,-0.06468929320987143,84,34,-0.8445817007348382,Dec16-Mar17,Dec-Mar
2016-11-18,THB,2016-12-21,2017-03-15,-0.026471595251401032,-0.09026926600198679,32.74122193570611,-0.06379767075058576,84,33,-0.8357654760794262,Dec16-Mar17,Dec-Mar
2016-11-21,THB,2016-12-21,2017-03-15,-0.027060519498226285,-0.09733661316617569,32.9601655625053,-0.0702760936679494,84,30,-0.9145304039313018,Dec16-Mar17,Dec-Mar
2016-11-22,THB,2016-12-21,2017-03-15,-0.02681013991700732,-0.0989996213232796,32.80485356828694,-0.07218948140627227,84,29,-0.9438741894929008,Dec16-Mar17,Dec-Mar
2016-11-23,THB,2016-12-21,2017-03-15,-0.025163904898518635,-0.09515077481817091,33.02906865542168,-0.06998686991965228,84,28,-0.9088128525832153,Dec16-Mar17,Dec-Mar
2016-11-24,THB,2016-12-21,2017-03-15,-0.025867502761719854,-0.10086837713430129,32.85480531661532,-0.07500087437258143,84,27,-0.9791127588782342,Dec16-Mar17,Dec-Mar
2016-11-25,THB,2016-12-21,2017-03-15,-0.024329290671873373,-0.09748621812380792,32.672377543168885,-0.07315692745193456,84,26,-0.960332105168755,Dec16-Mar17,Dec-Mar
2016-11-28,THB,2016-12-21,2017-03-15,-0.022938224338040394,-0.101261785038956,32.704943028087285,-0.0783235607009156,84,23,-1.0270863278418751,Dec16-Mar17,Dec-Mar
2016-11-29,THB,2016-12-21,2017-03-15,-0.022753626348637618,-0.10415025811416656,32.885103939251835,-0.08139663176552894,84,22,-1.0615269578864637,Dec16-Mar17,Dec-Mar
2016-11-30,THB,2016-12-21,2017-03-15,-0.02316151701672709,-0.11029766889826385,33.05949711222944,-0.08713615188153676,84,21,-1.130393683780698,Dec16-Mar17,Dec-Mar
2016-12-01,THB,2016-12-21,2017-03-15,-0.022886529532226824,-0.11353314145338221,32.860872685183764,-0.09064661192115539,84,20,-1.1830368580480557,Dec16-Mar17,Dec-Mar
2016-12-02,THB,2016-12-21,2017-03-15,-0.019148307213742624,-0.10758098910574028,32.65053269849867,-0.08843268189199766,84,19,-1.161449981907005,Dec16-Mar17,Dec-Mar
2016-12-05,THB,2016-12-21,2017-03-15,-0.016074663708188424,-0.0992743143096695,32.704014624223525,-0.08319965060148107,84,16,-1.0908302315163012,Dec16-Mar17,Dec-Mar
2016-12-06,THB,2016-12-21,2017-03-15,-0.01616506245875491,-0.10348500514350936,32.72585958406493,-0.08731994268475446,84,15,-1.1440899441742853,Dec16-Mar17,Dec-Mar
2016-12-07,THB,2016-12-21,2017-03-15,-0.01572856593691675,-0.10468483038480898,32.490787041649504,-0.08895626444789223,84,14,-1.173950567735663,Dec16-Mar17,Dec-Mar
2016-12-08,THB,2016-12-21,2017-03-15,-0.015685445549651435,-0.11163436365946403,32.41914957376461,-0.0959489181098126,84,13,-1.2690299019109912,Dec16-Mar17,Dec-Mar
2016-12-09,THB,2016-12-21,2017-03-15,-0.014226592438228384,-0.10837910792729061,32.60178947121868,-0.09415251548906223,84,12,-1.2382355261373958,Dec16-Mar17,Dec-Mar
2016-12-12,THB,2016-12-21,2017-03-15,-0.009938549281548114,-0.0972533172170327,32.67015215378676,-0.0873147679354846,84,9,-1.1457553610221907,Dec16-Mar17,Dec-Mar
2016-12-13,THB,2016-12-21,2017-03-15,-0.008950507791056257,-0.09750022460087947,32.583689977604784,-0.08854971680982321,84,8,-1.1650094290991397,Dec16-Mar17,Dec-Mar
2016-12-14,THB,2016-12-21,2017-03-15,-0.007600222998235715,-0.09338589673215719,32.502013469442566,-0.08578567373392147,84,7,-1.131434147287859,Dec16-Mar17,Dec-Mar
2016-12-15,THB,2016-12-21,2017-03-15,-0.007714647832640029,-0.09379544163983067,32.357325821818115,-0.08608079380719064,84,6,-1.1404084140639472,Dec16-Mar17,Dec-Mar
2016-12-16,THB,2016-12-21,2017-03-15,-0.007753383076226898,-0.09316832632106256,32.46240817436235,-0.08541494324483566,84,5,-1.1279246223137982,Dec16-Mar17,Dec-Mar
2016-12-19,THB,2016-12-21,2017-03-15,-0.007746627502052855,-0.08976712910076137,32.43433840389923,-0.08202050159870852,84,2,-1.0840375635126551,Dec16-Mar17,Dec-Mar
2016-12-20,THB,2016-12-21,2017-03-15,-0.00753626176298365,-0.08612444767722069,32.32381381119885,-0.07858818591423704,84,1,-1.0422193909733914,Dec16-Mar17,Dec-Mar
2016-12-21,THB,2017-03-15,2017-06-21,-0.08109317937465564,-0.18198970357134836,32.337333906485846,-0.10089652419669272,98,84,-1.149049872559754,Mar17-Jun17,Mar-Jun
2016-12-22,THB,2017-03-15,2017-06-21,-0.08467129201774182,-0.1909901129494071,32.24543997486868,-0.10631882093166528,98,83,-1.214395519852519,Mar17-Jun17,Mar-Jun
2016-12-23,THB,2017-03-15,2017-06-21,-0.08027872174517157,-0.1825704185572251,31.873739238463887,-0.10229169681205354,98,82,-1.1818953041082507,Mar17-Jun17,Mar-Jun
2016-12-26,THB,2017-03-15,2017-06-21,-0.07751929612208458,-0.18025382931978107,31.783904244106026,-0.10273453319769649,98,79,-1.190271812400512,Mar17-Jun17,Mar-Jun
2016-12-27,THB,2017-03-15,2017-06-21,-0.07461062600119234,-0.17498674624095364,31.683430443951018,-0.10037612023976131,98,78,-1.1665370839090976,Mar17-Jun17,Mar-Jun
2016-12-28,THB,2017-03-15,2017-06-21,-0.07894850389595945,-0.1861441453259987,31.659857651571443,-0.10719564143003926,98,77,-1.246892245731941,Mar17-Jun17,Mar-Jun
2016-12-29,THB,2017-03-15,2017-06-21,-0.073354305569765,-0.1747211866987036,31.540470609940748,-0.1013668811289386,98,76,-1.1833564002420056,Mar17-Jun17,Mar-Jun
2016-12-30,THB,2017-03-15,2017-06-21,-0.07453873721487037,-0.17875761483255254,31.323647404216295,-0.10421887761768217,98,75,-1.225138485178703,Mar17-Jun17,Mar-Jun
2017-01-02,THB,2017-03-15,2017-06-21,-0.07630272439797042,-0.18015921038409685,31.461110208049853,-0.10385648598612643,98,72,-1.2155996884434817,Mar17-Jun17,Mar-Jun
2017-01-03,THB,2017-03-15,2017-06-21,-0.07219983959592287,-0.1718559562212812,31.545800903216424,-0.09965611662535832,98,71,-1.1631452434877518,Mar17-Jun17,Mar-Jun
2017-01-04,THB,2017-03-15,2017-06-21,-0.0776729515508502,-0.18641508372204046,31.559327565236007,-0.10874213217119026,98,70,-1.268868801820995,Mar17-Jun17,Mar-Jun
2017-01-05,THB,2017-03-15,2017-06-21,-0.07132641154765937,-0.17263059026752337,31.48802958345849,-0.101304178719864,98,69,-1.1845221229699852,Mar17-Jun17,Mar-Jun
2017-01-06,THB,2017-03-15,2017-06-21,-0.06874632173114058,-0.16782190304954908,31.320198307153248,-0.0990755813184085,98,68,-1.1645894572098339,Mar17-Jun17,Mar-Jun
2017-01-09,THB,2017-03-15,2017-06-21,-0.06510076438136278,-0.16325268606403281,31.310104670536937,-0.09815192168267003,98,65,-1.1539703458945336,Mar17-Jun17,Mar-Jun
2017-01-10,THB,2017-03-15,2017-06-21,-0.06452335195328063,-0.1633247346317416,31.411338408589952,-0.09880138267846097,98,64,-1.157833272954394,Mar17-Jun17,Mar-Jun
2017-01-11,THB,2017-03-15,2017-06-21,-0.06775800909191218,-0.17315935656821999,31.59448256805363,-0.1054013474763078,98,63,-1.2281282905182112,Mar17-Jun17,Mar-Jun
2017-01-12,THB,2017-03-15,2017-06-21,-0.07004240544735811,-0.18075459470285968,31.78205620370944,-0.11071218925550157,98,62,-1.2824724429948533,Mar17-Jun17,Mar-Jun
2017-01-13,THB,2017-03-15,2017-06-21,-0.07183444599794624,-0.18724060514218774,31.85221747014859,-0.1154061591442415,98,61,-1.3339706839045582,Mar17-Jun17,Mar-Jun
2017-01-16,THB,2017-03-15,2017-06-21,-0.06803130455727412,-0.1829807501885304,32.09405823723398,-0.1149494456312563,98,58,-1.3185003264797777,Mar17-Jun17,Mar-Jun
2017-01-17,THB,2017-03-15,2017-06-21,-0.07038706262996844,-0.19140341592359839,32.10877860829293,-0.12101635329362995,98,57,-1.3875536435975795,Mar17-Jun17,Mar-Jun
2017-01-18,THB,2017-03-15,2017-06-21,-0.06876359826655785,-0.18909989523303408,32.10552921241355,-0.12033629696647623,98,56,-1.3798262548294093,Mar17-Jun17,Mar-Jun
2017-01-19,THB,2017-03-15,2017-06-21,-0.06501288617966575,-0.18085402882707016,32.3512661480543,-0.11584114264740442,98,55,-1.3180188109975153,Mar17-Jun17,Mar-Jun
2017-01-20,THB,2017-03-15,2017-06-21,-0.06210486295784641,-0.1748136883257899,32.56845391138079,-0.11270882536794348,98,54,-1.2736970833058656,Mar17-Jun17,Mar-Jun
2017-01-23,THB,2017-03-15,2017-06-21,-0.06128699061689053,-0.17905414905718997,32.71792633602036,-0.11776715844029945,98,51,-1.3247353680139546,Mar17-Jun17,Mar-Jun
2017-01-24,THB,2017-03-15,2017-06-21,-0.05877064180682428,-0.17396109974819987,32.7852703427749,-0.11519045794137558,98,50,-1.2929846603687,Mar17-Jun17,Mar-Jun
2017-01-25,THB,2017-03-15,2017-06-21,-0.05476795617245277,-0.1643038685173583,32.8517357721254,-0.10953591234490552,98,49,-1.2268720179159387,Mar17-Jun17,Mar-Jun
2017-01-26,THB,2017-03-15,2017-06-21,-0.052888935534352775,-0.16087051225032303,32.739107890870365,-0.10798157671597025,98,48,-1.2135604214413616,Mar17-Jun17,Mar-Jun
2017-01-27,THB,2017-03-15,2017-06-21,-0.050703594774799327,-0.15642598387970003,32.75128844411334,-0.1057223891049007,98,47,-1.1876483609284099,Mar17-Jun17,Mar-Jun
2017-01-30,THB,2017-03-15,2017-06-21,-0.04699018551612993,-0.15165014416569206,32.68567212684167,-0.10465995864956212,98,44,-1.1779432604356888,Mar17-Jun17,Mar-Jun
2017-01-31,THB,2017-03-15,2017-06-21,-0.045894936839750905,-0.15049269986988084,32.75835467328514,-0.10459776303012994,98,43,-1.1745881649210113,Mar17-Jun17,Mar-Jun
2017-02-01,THB,2017-03-15,2017-06-21,-0.04267840048939758,-0.1422613349646586,32.989726539429775,-0.09958293447526101,98,42,-1.110311490713847,Mar17-Jun17,Mar-Jun
2017-02-02,THB,2017-03-15,2017-06-21,-0.04211380044303002,-0.14277605516051642,33.15619800862365,-0.1006622547174864,98,41,-1.1166840939413256,Mar17-Jun17,Mar-Jun
2017-02-03,THB,2017-03-15,2017-06-21,-0.04211859774213043,-0.14530916221034998,33.1902745931282,-0.10319056446821956,98,40,-1.1435549528967548,Mar17-Jun17,Mar-Jun
2017-02-06,THB,2017-03-15,2017-06-21,-0.04031711170838073,-0.14710297515219997,33.27730037975939,-0.10678586344381924,98,37,-1.1802352735873285,Mar17-Jun17,Mar-Jun
2017-02-07,THB,2017-03-15,2017-06-21,-0.03697904651950716,-0.1376442287114989,33.34500704274448,-0.10066518219199173,98,36,-1.1102142259427525,Mar17-Jun17,Mar-Jun
2017-02-08,THB,2017-03-15,2017-06-21,-0.035208848380354055,-0.13379362384534538,33.349075723213254,-0.09858477546499132,98,35,-1.0870793118373347,Mar17-Jun17,Mar-Jun
2017-02-09,THB,2017-03-15,2017-06-21,-0.033839747333463406,-0.1313778425887403,33.370892421555645,-0.0975380952552769,98,34,-1.0747896959026666,Mar17-Jun17,Mar-Jun
2017-02-10,THB,2017-03-15,2017-06-21,-0.03286289554560118,-0.13045573686284107,33.41046332008158,-0.09759284131723989,98,33,-1.0740865445180385,Mar17-Jun17,Mar-Jun
2017-02-13,THB,2017-03-15,2017-06-21,-0.030073144447419597,-0.12831208297565697,33.3262297444664,-0.09823893852823737,98,30,-1.0838420112693112,Mar17-Jun17,Mar-Jun
2017-02-14,THB,2017-03-15,2017-06-21,-0.02858842509217301,-0.1251975857484818,33.28117878382325,-0.0966091606563088,98,29,-1.06725758931582,Mar17-Jun17,Mar-Jun
2017-02-15,THB,2017-03-15,2017-06-21,-0.026406198526560287,-0.11882789336952128,33.29871248682492,-0.09242169484296099,98,28,-1.020392947300651,Mar17-Jun17,Mar-Jun
2017-02-16,THB,2017-03-15,2017-06-21,-0.026705117674661324,-0.12363480404935798,33.555064972733454,-0.09692968637469665,98,27,-1.0619912134128602,Mar17-Jun17,Mar-Jun
2017-02-17,THB,2017-03-15,2017-06-21,-0.028113411253388287,-0.134079345977698,33.65200021706691,-0.10596593472430971,98,26,-1.1576966684508894,Mar17-Jun17,Mar-Jun
2017-02-20,THB,2017-03-15,2017-06-21,-0.0232328780445172,-0.1222251410168079,33.53057226382672,-0.09899226297229069,98,23,-1.0852698373527188,Mar17-Jun17,Mar-Jun
2017-02-21,THB,2017-03-15,2017-06-21,-0.02058911624520272,-0.11230427042837847,33.55280194829048,-0.09171515418317575,98,22,-1.0047437458799717,Mar17-Jun17,Mar-Jun
2017-02-22,THB,2017-03-15,2017-06-21,-0.020674644279234426,-0.1171563175823284,33.470674787121126,-0.09648167330309398,98,21,-1.0595589591773318,Mar17-Jun17,Mar-Jun
2017-02-23,THB,2017-03-15,2017-06-21,-0.019173117656042227,-0.11312139417064915,33.45028337870345,-0.09394827651460692,98,20,-1.0323202403805798,Mar17-Jun17,Mar-Jun
2017-02-24,THB,2017-03-15,2017-06-21,-0.01817020792417261,-0.11189022774358924,33.28955955845552,-0.09372001981941663,98,19,-1.0347557783033487,Mar17-Jun17,Mar-Jun
2017-02-27,THB,2017-03-15,2017-06-21,-0.01549177233830706,-0.11037887791043781,33.465054799296524,-0.09488710557213074,98,16,-1.0420610796349654,Mar17-Jun17,Mar-Jun
2017-02-28,THB,2017-03-15,2017-06-21,-0.014248125497174684,-0.10733587874538261,33.26237210779391,-0.09308775324820792,98,15,-1.0284941553823248,Mar17-Jun17,Mar-Jun
2017-03-01,THB,2017-03-15,2017-06-21,-0.012888111116848212,-0.1031048889347857,33.24946684423502,-0.0902167778179375,98,14,-0.9971199931172934,Mar17-Jun17,Mar-Jun
2017-03-02,THB,2017-03-15,2017-06-21,-0.01313495882679152,-0.11215234075183529,33.500085556738085,-0.09901738192504378,98,13,-1.0862061634838376,Mar17-Jun17,Mar-Jun
2017-03-03,THB,2017-03-15,2017-06-21,-0.012035435568522863,-0.1103248260447929,33.48466123800374,-0.09828939047627004,98,12,-1.0786816343205368,Mar17-Jun17,Mar-Jun
2017-03-06,THB,2017-03-15,2017-06-21,-0.008406392695168713,-0.09994266870922805,33.2635337338952,-0.09153627601405934,98,9,-1.01113943830894,Mar17-Jun17,Mar-Jun
2017-03-07,THB,2017-03-15,2017-06-21,-0.007477183722702735,-0.09907268432581125,33.342982838140394,-0.09159550060310852,98,8,-1.0093540233340554,Mar17-Jun17,Mar-Jun
2017-03-08,THB,2017-03-15,2017-06-21,-0.006432600095971023,-0.09648900143956536,33.08540299581599,-0.09005640134359434,98,7,-1.0000898744716866,Mar17-Jun17,Mar-Jun
2017-03-09,THB,2017-03-15,2017-06-21,-0.0065043000906520486,-0.09663531563254474,33.16463073327212,-0.09013101554189269,98,6,-0.9985290548536452,Mar17-Jun17,Mar-Jun
2017-03-10,THB,2017-03-15,2017-06-21,-0.006436961275055585,-0.09471528733296075,32.99393401909979,-0.08827832605790517,98,5,-0.9830625458109673,Mar17-Jun17,Mar-Jun
2017-03-13,THB,2017-03-15,2017-06-21,-0.006857815760256607,-0.0979687965750944,33.19904280214574,-0.09111098081483779,98,2,-1.008350004824744,Mar17-Jun17,Mar-Jun
2017-03-14,THB,2017-03-15,2017-06-21,-0.0068341692374391475,-0.0966546792152108,33.220279715935305,-0.08982050997777165,98,1,-0.9934316911866468,Mar17-Jun17,Mar-Jun
2017-03-15,THB,2017-06-21,2017-09-20,-0.09134062960082377,-0.17615692851587442,33.48128334369929,-0.08481629891505064,91,98,-1.0049044096000266,Jun17-Sep17,Jun-Sep
2017-03-16,THB,2017-06-21,2017-09-20,-0.09060041314559154,-0.17559667702444548,33.49474269887711,-0.08499626387885394,91,97,-1.0066085610821536,Jun17-Sep17,Jun-Sep
2017-03-17,THB,2017-06-21,2017-09-20,-0.09250563561323853,-0.1801932693716209,33.54390138359697,-0.08768763375838236,91,96,-1.0370154242983036,Jun17-Sep17,Jun-Sep
2017-03-20,THB,2017-06-21,2017-09-20,-0.09430552991377467,-0.18658298391542516,33.26580618975695,-0.0922774540016505,91,93,-1.1005039172806097,Jun17-Sep17,Jun-Sep
2017-03-21,THB,2017-06-21,2017-09-20,-0.09470608280267093,-0.18838275166183455,33.4174005440285,-0.09367666885916362,91,92,-1.1121220107030472,Jun17-Sep17,Jun-Sep
