obs_date,ccy,near_date,far_date,near_pts,far_pts,spot,imm_spread_pts,leg_days,days_to_near,ann_pct,pair,quarter_pair
2016-09-30,INR,2016-12-21,2017-03-15,0.6657462443255797,1.3577480056306774,72.12818666364481,0.6920017613050977,84,82,4.074133263158324,Dec16-Mar17,Dec-Mar
2016-10-03,INR,2016-12-21,2017-03-15,0.6475867481719979,1.3337634595825685,72.50807681339701,0.6861767114105706,84,79,4.0198628396579394,Dec16-Mar17,Dec-Mar
2016-10-04,INR,2016-12-21,2017-03-15,0.6360145761902364,1.3191822133765754,72.07758231934608,0.683167637186339,84,78,4.026566456935792,Dec16-Mar17,Dec-Mar
2016-10-05,INR,2016-12-21,2017-03-15,0.6081099010798953,1.2703572929943325,71.60685290488394,0.6622473919144373,84,77,3.9302147337951787,Dec16-Mar17,Dec-Mar
2016-10-06,INR,2016-12-21,2017-03-15,0.585526878443979,1.2321629740593194,71.84614055105526,0.6466360956153404,84,76,3.8260855382551258,Dec16-Mar17,Dec-Mar
2016-10-07,INR,2016-12-21,2017-03-15,0.568594916786408,1.205528050779451,72.10835477964686,0.6369331339930431,84,75,3.7559548698736,Dec16-Mar17,Dec-Mar
2016-10-10,INR,2016-12-21,2017-03-15,0.5275649141750779,1.1451118244305467,71.96339076674474,0.6175469102554688,84,72,3.650979064243704,Dec16-Mar17,Dec-Mar
2016-10-11,INR,2016-12-21,2017-03-15,0.5174106337055642,1.1322825536614565,72.02970084449433,0.6148719199558923,84,71,3.6323505065137978,Dec16-Mar17,Dec-Mar
2016-10-12,INR,2016-12-21,2017-03-15,0.5268235249646978,1.162415265880522,72.07434970278366,0.6355917409158243,84,70,3.751956728550348,Dec16-Mar17,Dec-Mar
2016-10-13,INR,2016-12-21,2017-03-15,0.5197062225388316,1.1564691520874633,71.82624142818322,0.6367629295486317,84,69,3.7721310901269893,Dec16-Mar17,Dec-Mar
2016-10-14,INR,2016-12-21,2017-03-15,0.5180917054903464,1.1628791642511593,72.11300190776005,0.6447874587608129,84,68,3.8046719191303806,Dec16-Mar17,Dec-Mar
2016-10-17,INR,2016-12-21,2017-03-15,0.4934684278495458,1.1381423145448881,72.17888796192643,0.6446738866953423,84,65,3.801841887468888,Dec16-Mar17,Dec-Mar
2016-10-18,INR,2016-12-21,2017-03-15,0.47500937926319864,1.1061217051267038,71.76599958375392,0.6311123258635052,84,64,3.7440882258832984,Dec16-Mar17,Dec-Mar
2016-10-19,INR,2016-12-21,2017-03-15,0.45780808660085404,1.0766273304019598,71.69319947340404,0.6188192438011058,84,63,3.6757386530295033,Dec16-Mar17,Dec-Mar
2016-10-20,INR,2016-12-21,2017-03-15,0.4536139593513727,1.077391612862665,71.91286893344211,0.6237776535112923,84,62,3.694158806533533,Dec16-Mar17,Dec-Mar
2016-10-21,INR,2016-12-21,2017-03-15,0.43794635074447164,1.050959490889093,71.56423313542884,0.6130131401446213,84,61,3.648777288127704,Dec16-Mar17,Dec-Mar
2016-10-24,INR,2016-12-21,2017-03-15,0.4029551564712731,0.9964642031609366,71.41550454788891,0.5935090466896635,84,58,3.541722017666909,Dec16-Mar17,Dec-Mar
2016-10-25,INR,2016-12-21,2017-03-15,0.3978967283697724,0.9942468257013654,71.82699345346168,0.5963500973315929,84,57,3.5386500761534565,Dec16-Mar17,Dec-Mar
2016-10-26,INR,2016-12-21,2017-03-15,0.39794980447836925,1.0048491694443233,71.81753938848277,0.6068993649659541,84,56,3.6017166226979738,Dec16-Mar17,Dec-Mar
2016-10-27,INR,2016-12-21,2017-03-15,0.3824780907127353,0.9766577949720872,72.22570224801886,0.5941797042593518,84,55,3.5071591588522146,Dec16-Mar17,Dec-Mar
2016-10-28,INR,2016-12-21,2017-03-15,0.38563274946404313,0.9955250025219172,72.13742801941216,0.6098922530578741,84,54,3.6041280028246927,Dec16-Mar17,Dec-Mar
2016-10-31,INR,2016-12-21,2017-03-15,0.34847624618131545,0.9324357787914945,71.99032713721934,0.5839595326101791,84,51,3.4596697679972275,Dec16-Mar17,Dec-Mar
2016-11-01,INR,2016-12-21,2017-03-15,0.3446851975185015,0.9164950724118043,71.71294462444736,0.5718098748933027,84,50,3.4009080726045458,Dec16-Mar17,Dec-Mar
2016-11-02,INR,2016-12-21,2017-03-15,0.3394474663837699,0.9147444748835496,71.75033251550902,0.5752970084997797,84,49,3.4201222537722904,Dec16-Mar17,Dec-Mar
2016-11-03,INR,2016-12-21,2017-03-15,0.33222264136342466,0.9076415511412057,72.03584076502221,0.5754189097777811,84,48,3.4076924624283835,Dec16-Mar17,Dec-Mar
2016-11-04,INR,2016-12-21,2017-03-15,0.33212555629615287,0.9204137712520045,72.1778437823971,0.5882882149558517,84,47,3.4770876749057322,Dec16-Mar17,Dec-Mar
2016-11-07,INR,2016-12-21,2017-03-15,0.327610761680761,0.9498876530270669,72.55082725805943,0.6222768913463059,84,44,3.6593827137051553,Dec16-Mar17,Dec-Mar
2016-11-08,INR,2016-12-21,2017-03-15,0.3144754519140334,0.9264062411575964,72.2339937163807,0.611930789243563,84,43,3.6149081509161247,Dec16-Mar17,Dec-Mar
2016-11-09,INR,2016-12-21,2017-03-15,0.30474729767510433,0.9126301099886157,71.94999475817066,0.6078828123135114,84,42,3.605593181356337,Dec16-Mar17,Dec-Mar
2016-11-10,INR,2016-12-21,2017-03-15,0.29505008282648204,0.8987191797484868,72.48416485092443,0.6036690969220048,84,41,3.5547968947973185,Dec16-Mar17,Dec-Mar
2016-11-11,INR,2016-12-21,2017-03-15,0.2937795979900933,0.9107167537692893,72.59939319976661,0.6169371557791961,84,40,3.627248314799912,Dec16-Mar17,Dec-Mar
2016-11-14,INR,2016-12-21,2017-03-15,0.2687813978717084,0.8816188891913532,72.42821965689359,0.6128374913196448,84,37,3.612867591871246,Dec16-Mar17,Dec-Mar
2016-11-15,INR,2016-12-21,2017-03-15,0.2673319076318197,0.8946665096557375,72.23869791697635,0.6273346020239178,84,36,3.708073483433668,Dec16-Mar17,Dec-Mar
2016-11-16,INR,2016-12-21,2017-03-15,0.25474420149191906,0.8706458722162477,71.99136074849636,0.6159016707243286,84,35,3.653592938533861,Dec16-Mar17,Dec-Mar
2016-11-17,INR,2016-12-21,2017-03-15,0.2481999204349671,0.8669226983136276,72.01503181179976,0.6187227778786605,84,34,3.6694581524902494,Dec16-Mar17,Dec-Mar
2016-11-18,INR,2016-12-21,2017-03-15,0.24539166549260205,0.8766261655719698,72.35353541204341,0.6312345000793678,84,33,3.7263508202215307,Dec16-Mar17,Dec-Mar
2016-11-21,INR,2016-12-21,2017-03-15,0.23124679962926079,0.8887903007310937,72.37772740730072,0.6575435011018329,84,30,3.88112296989556,Dec16-Mar17,Dec-Mar
2016-11-22,INR,2016-12-21,2017-03-15,0.23148501244837055,0.9120785705936214,72.61377282599628,0.6805935581452509,84,29,4.004144705448219,Dec16-Mar17,Dec-Mar
2016-11-23,INR,2016-12-21,2017-03-15,0.2220738882012438,0.8984240640722214,72.92528112417246,0.6763501758709776,84,28,3.9627456254368747,Dec16-Mar17,Dec-Mar
2016-11-24,INR,2016-12-21,2017-03-15,0.21048371738413568,0.875481871840995,73.1514426847487,0.6649981544568593,84,27,3.884838131031528,Dec16-Mar17,Dec-Mar
2016-11-25,INR,2016-12-21,2017-03-15,0.20318758322920102,0.869775982181319,72.98069026214309,0.666588398952118,84,26,3.9036021432433516,Dec16-Mar17,Dec-Mar
2016-11-28,INR,2016-12-21,2017-03-15,0.1807431034505227,0.8509556404463037,72.77248520109633,0.670212536995781,84,23,3.937234185548176,Dec16-Mar17,Dec-Mar
2016-11-29,INR,2016-12-21,2017-03-15,0.16696877339229274,0.8146418734966976,73.122950403595,0.6476731001044048,84,22,3.7873446836353963,Dec16-Mar17,Dec-Mar
2016-11-30,INR,2016-12-21,2017-03-15,0.16211295064120687,0.8207717965887721,73.49071235571118,0.6586588459475652,84,21,3.8326073898025115,Dec16-Mar17,Dec-Mar
2016-12-01,INR,2016-12-21,2017-03-15,0.15651635743931347,0.8240723960524355,73.34882904964003,0.6675560386131221,84,20,3.892171971106092,Dec16-Mar17,Dec-Mar
2016-12-02,INR,2016-12-21,2017-03-15,0.15031668460889835,0.807759040585489,73.81357754419946,0.6574423559765906,84,19,3.8094398982377244,Dec16-Mar17,Dec-Mar
2016-12-05,INR,2016-12-21,2017-03-15,0.12180867344805574,0.7635213961906807,72.9771310189423,0.6417127227426249,84,16,3.762294493950063,Dec16-Mar17,Dec-Mar
2016-12-06,INR,2016-12-21,2017-03-15,0.11634434048981095,0.773817263186169,72.85316572698066,0.657472922696358,84,15,3.86153215865735,Dec16-Mar17,Dec-Mar
2016-12-07,INR,2016-12-21,2017-03-15,0.10671187810556315,0.7570948754855289,72.80444697542625,0.6503829973799657,84,14,3.82294801904935,Dec16-Mar17,Dec-Mar
2016-12-08,INR,2016-12-21,2017-03-15,0.09886831898002106,0.7478395711375686,72.93460637151775,0.6489712521575476,84,13,3.808261044919714,Dec16-Mar17,Dec-Mar
2016-12-09,INR,2016-12-21,2017-03-15,0.09148042129412726,0.7419329560100298,72.64501673048403,0.6504525347159026,84,12,3.832537762155435,Dec16-Mar17,Dec-Mar
2016-12-12,INR,2016-12-21,2017-03-15,0.06941897264122471,0.7274555108376535,72.90811352398825,0.6580365381964288,84,9,3.86441757591714,Dec16-Mar17,Dec-Mar
2016-12-13,INR,2016-12-21,2017-03-15,0.06047288853675625,0.7055379842170624,72.7183155194316,0.6450650956803061,84,8,3.7985857641319294,Dec16-Mar17,Dec-Mar
2016-12-14,INR,2016-12-21,2017-03-15,0.05293581805071723,0.698285670258151,72.86425631155456,0.6453498522074338,84,7,3.7930493483251713,Dec16-Mar17,Dec-Mar
2016-12-15,INR,2016-12-21,2017-03-15,0.05296129999336093,0.6911021931387629,73.23259121368186,0.6381408931454019,84,6,3.731826326261821,Dec16-Mar17,Dec-Mar
2016-12-16,INR,2016-12-21,2017-03-15,0.05251086351564961,0.6778214529092309,73.319983685282,0.6253105893935813,84,5,3.652462060139123,Dec16-Mar17,Dec-Mar
2016-12-19,INR,2016-12-21,2017-03-15,0.05357327470502985,0.6683766301355072,73.37292306786856,0.6148033554304774,84,2,3.58844784174428,Dec16-Mar17,Dec-Mar
2016-12-20,INR,2016-12-21,2017-03-15,0.0534318550930812,0.6590330705929394,73.5673487026365,0.6056012154998581,84,1,3.5254092133382313,Dec16-Mar17,Dec-Mar
2016-12-21,INR,2017-03-15,2017-06-21,0.6708589697935369,1.4414600954263683,74.47477860799297,0.7706011256328315,98,84,3.767057857818508,Mar17-Jun17,Mar-Jun
2016-12-22,INR,2017-03-15,2017-06-21,0.6903708768616994,1.4932523201492494,74.73204290791035,0.80288144328755,98,83,3.91045613089208,Mar17-Jun17,Mar-Jun
2016-12-23,INR,2017-03-15,2017-06-21,0.688102675954984,1.4981790286417385,74.0425461997629,0.8100763526867545,98,82,3.9820217382135494,Mar17-Jun17,Mar-Jun
2016-12-26,INR,2017-03-15,2017-06-21,0.660167995558399,1.4663526841952321,74.04782417730314,0.8061846886368331,98,79,3.9640936510941103,Mar17-Jun17,Mar-Jun
2016-12-27,INR,2017-03-15,2017-06-21,0.6465192107793319,1.4459720490978991,73.58409312438052,0.7994528383185672,98,78,3.956272804617796,Mar17-Jun17,Mar-Jun
2016-12-28,INR,2017-03-15,2017-06-21,0.6565447939045138,1.4791548486655202,73.49992060737694,0.8226100547610063,98,77,4.074941864977146,Mar17-Jun17,Mar-Jun
2016-12-29,INR,2017-03-15,2017-06-21,0.653309297330134,1.4825121730843436,73.82884268815455,0.8292028757542096,98,76,4.089639328513487,Mar17-Jun17,Mar-Jun
2016-12-30,INR,2017-03-15,2017-06-21,0.6401707529015471,1.463272335128508,73.77172290584697,0.8231015822269608,98,75,4.0633806192190995,Mar17-Jun17,Mar-Jun
2017-01-02,INR,2017-03-15,2017-06-21,0.6105035855980614,1.4414667993287558,73.46139246641421,0.8309632137306944,98,72,4.121020374376331,Mar17-Jun17,Mar-Jun
2017-01-03,INR,2017-03-15,2017-06-21,0.5977796248860923,1.4228838958556282,73.53667902825391,0.825104270969536,98,71,4.08851070902672,Mar17-Jun17,Mar-Jun
2017-01-04,INR,2017-03-15,2017-06-21,0.5679093723213827,1.3629824935713186,73.67574938681953,0.7950731212499359,98,70,3.933907381118878,Mar17-Jun17,Mar-Jun
2017-01-05,INR,2017-03-15,2017-06-21,0.5524207406782251,1.3370183143951246,73.82761220803543,0.7845975737168995,98,69,3.8749581769388004,Mar17-Jun17,Mar-Jun
2017-01-06,INR,2017-03-15,2017-06-21,0.5295281445403052,1.292671646966039,73.29969862553514,0.7631435024257339,98,68,3.797119944592712,Mar17-Jun17,Mar-Jun
2017-01-09,INR,2017-03-15,2017-06-21,0.5109824088216636,1.2813866559681717,73.57708302891334,0.7704042471465081,98,65,3.819854657249333,Mar17-Jun17,Mar-Jun
2017-01-10,INR,2017-03-15,2017-06-21,0.4920924772010152,1.2456090829150699,73.53841110408912,0.7535166057140548,98,64,3.739026550341191,Mar17-Jun17,Mar-Jun
2017-01-11,INR,2017-03-15,2017-06-21,0.48648764464190153,1.2432462029737483,73.97145285812397,0.7567585583318468,98,63,3.7335566618989207,Mar17-Jun17,Mar-Jun
2017-01-12,INR,2017-03-15,2017-06-21,0.4808089125506668,1.2407971936791402,74.54355297008618,0.7599882811284734,98,62,3.7211828474400592,Mar17-Jun17,Mar-Jun
2017-01-13,INR,2017-03-15,2017-06-21,0.4742640055407162,1.2361963423110471,74.54685156145743,0.761932336770331,98,61,3.7308630956932487,Mar17-Jun17,Mar-Jun
2017-01-16,INR,2017-03-15,2017-06-21,0.44141457394806244,1.187252991998237,74.5867352621206,0.7458384180501747,98,58,3.6517155266460586,Mar17-Jun17,Mar-Jun
2017-01-17,INR,2017-03-15,2017-06-21,0.4430777753919921,1.2048606172940137,74.45893017535991,0.7617828419020216,98,57,3.7360626589398214,Mar17-Jun17,Mar-Jun
2017-01-18,INR,2017-03-15,2017-06-21,0.42983004975622496,1.1820326368296188,74.07368930433148,0.7522025870733938,98,56,3.7088089273633966,Mar17-Jun17,Mar-Jun
2017-01-19,INR,2017-03-15,2017-06-21,0.4138081071409493,1.1511389162284587,73.71429314425181,0.7373308090875094,98,55,3.653893881142354,Mar17-Jun17,Mar-Jun
2017-01-20,INR,2017-03-15,2017-06-21,0.4100439448474109,1.154197770681601,73.5248663292193,0.74415382583419,98,54,3.697341741336456,Mar17-Jun17,Mar-Jun
2017-01-23,INR,2017-03-15,2017-06-21,0.3960503633841278,1.1570883165536283,73.64840745556062,0.7610379531695005,98,51,3.7756365651618635,Mar17-Jun17,Mar-Jun
2017-01-24,INR,2017-03-15,2017-06-21,0.3888115394163207,1.1508821566723093,74.32082307067103,0.7620706172559886,98,50,3.7470978119594336,Mar17-Jun17,Mar-Jun
2017-01-25,INR,2017-03-15,2017-06-21,0.38862643268843666,1.16587929806531,74.92275656906767,0.7772528653768734,98,49,3.791212554734612,Mar17-Jun17,Mar-Jun
2017-01-26,INR,2017-03-15,2017-06-21,0.3868064821412657,1.176536383179683,75.18891074342736,0.7897299010384172,98,48,3.8385988549745607,Mar17-Jun17,Mar-Jun
2017-01-27,INR,2017-03-15,2017-06-21,0.375302035412165,1.1578467049949772,75.6955855896406,0.7825446695828122,98,47,3.7789146124235797,Mar17-Jun17,Mar-Jun
2017-01-30,INR,2017-03-15,2017-06-21,0.3487391156807618,1.1254762369697313,75.5547143646922,0.7767371212889695,98,44,3.759143894718639,Mar17-Jun17,Mar-Jun
2017-01-31,INR,2017-03-15,2017-06-21,0.3487567506887367,1.1435977173746947,76.46277865691063,0.794840966685958,98,43,3.8012831585263065,Mar17-Jun17,Mar-Jun
2017-02-01,INR,2017-03-15,2017-06-21,0.3441578182064955,1.1471927273549847,76.88611648425453,0.8030349091484892,98,42,3.8196473891867018,Mar17-Jun17,Mar-Jun
2017-02-02,INR,2017-03-15,2017-06-21,0.335232807100158,1.1365209801688285,76.44762069163673,0.8012881730686705,98,41,3.83354803893348,Mar17-Jun17,Mar-Jun
2017-02-03,INR,2017-03-15,2017-06-21,0.3247110432229162,1.1202530991190611,76.98648331282858,0.7955420558961449,98,40,3.7800468785248653,Mar17-Jun17,Mar-Jun
2017-02-06,INR,2017-03-15,2017-06-21,0.30191011516293653,1.1015639337026062,77.33124668282758,0.7996538185396697,98,37,3.783826324170537,Mar17-Jun17,Mar-Jun
2017-02-07,INR,2017-03-15,2017-06-21,0.30540184901903306,1.1367735491264008,77.35615207748062,0.8313717001073677,98,36,3.932471520053158,Mar17-Jun17,Mar-Jun
2017-02-08,INR,2017-03-15,2017-06-21,0.2963854924584137,1.126264871341972,77.0497908227869,0.8298793788835583,98,35,3.9414184890444655,Mar17-Jun17,Mar-Jun
2017-02-09,INR,2017-03-15,2017-06-21,0.2870485992638625,1.114423973612643,76.7320452680713,0.8273753743487804,98,34,3.94621379873396,Mar17-Jun17,Mar-Jun
2017-02-10,INR,2017-03-15,2017-06-21,0.2852638058169953,1.132410865515951,77.1424532374776,0.8471470596989558,98,33,4.0191922344692,Mar17-Jun17,Mar-Jun
2017-02-13,INR,2017-03-15,2017-06-21,0.2559788745486431,1.092176531407544,77.38779281714362,0.8361976568589009,98,30,3.956204635165101,Mar17-Jun17,Mar-Jun
2017-02-14,INR,2017-03-15,2017-06-21,0.24937486485386956,1.0920899253945322,78.03469994726116,0.8427150605406626,98,29,3.954428771018997,Mar17-Jun17,Mar-Jun
2017-02-15,INR,2017-03-15,2017-06-21,0.24279331101227525,1.0925698995552386,78.0069493539477,0.8497765885429633,98,28,3.989314441338606,Mar17-Jun17,Mar-Jun
2017-02-16,INR,2017-03-15,2017-06-21,0.23810430316530168,1.1023347368763965,78.28041099292123,0.8642304337110949,98,27,4.0432807857260675,Mar17-Jun17,Mar-Jun
2017-02-17,INR,2017-03-15,2017-06-21,0.2294300806630822,1.094205000085469,78.12170422124996,0.8647749194223868,98,26,4.054471223805837,Mar17-Jun17,Mar-Jun
2017-02-20,INR,2017-03-15,2017-06-21,0.19782024836677725,1.0407065240165239,77.64469882947908,0.8428862756497466,98,23,3.977667947592789,Mar17-Jun17,Mar-Jun
2017-02-21,INR,2017-03-15,2017-06-21,0.19473634190330125,1.0621982285634615,78.43392641411947,0.8674618866601602,98,22,4.052713824700333,Mar17-Jun17,Mar-Jun
2017-02-22,INR,2017-03-15,2017-06-21,0.1807916562326729,1.0244860519851464,78.30145673330614,0.8436943957524735,98,21,3.94902745399735,Mar17-Jun17,Mar-Jun
2017-02-23,INR,2017-03-15,2017-06-21,0.17253660925452358,1.017965994601689,78.18492563701699,0.8454293853471655,98,20,3.9634501648618925,Mar17-Jun17,Mar-Jun
2017-02-24,INR,2017-03-15,2017-06-21,0.16069768475934995,0.9895594272023129,77.85556417120544,0.828861742442963,98,19,3.902773812935197,Mar17-Jun17,Mar-Jun
2017-02-27,INR,2017-03-15,2017-06-21,0.13535204395503364,0.9643833131796147,78.18612387906711,0.829031269224581,98,16,3.888360061014936,Mar17-Jun17,Mar-Jun
2017-02-28,INR,2017-03-15,2017-06-21,0.12854189616497655,0.96834895110949,78.30452644751271,0.8398070549445135,98,15,3.9332969793322103,Mar17-Jun17,Mar-Jun
2017-03-01,INR,2017-03-15,2017-06-21,0.1208728477915926,0.9669827823327408,78.22582327693574,0.8461099345411482,98,14,3.9671857231404353,Mar17-Jun17,Mar-Jun
2017-03-02,INR,2017-03-15,2017-06-21,0.11057745384557013,0.9441613366814066,77.79843761050982,0.8335838828358364,98,13,3.930411484722348,Mar17-Jun17,Mar-Jun
2017-03-03,INR,2017-03-15,2017-06-21,0.10235847701312041,0.9382860392869372,77.46072363940428,0.8359275622738168,98,12,3.9590411141534427,Mar17-Jun17,Mar-Jun
2017-03-06,INR,2017-03-15,2017-06-21,0.0761321861197272,0.9051271016456457,76.80787814438031,0.8289949155259185,98,9,3.9608852760129905,Mar17-Jun17,Mar-Jun
2017-03-07,INR,2017-03-15,2017-06-21,0.06766858495400649,0.8966087506405858,76.9971289661748,0.8289401656865792,98,8,3.951332410767698,Mar17-Jun17,Mar-Jun
2017-03-08,INR,2017-03-15,2017-06-21,0.058909413962301115,0.8836412094345168,77.0867501164953,0.8247317954722158,98,7,3.927151601548499,Mar17-Jun17,Mar-Jun
2017-03-09,INR,2017-03-15,2017-06-21,0.05866496341551426,0.8715937421733547,76.66987374966556,0.8129287787578404,98,6,3.8919925144918843,Mar17-Jun17,Mar-Jun
2017-03-10,INR,2017-03-15,2017-06-21,0.060276933190364444,0.8869320169439341,77.09804787435678,0.8266550837535697,98,5,3.9356636525937407,Mar17-Jun17,Mar-Jun
2017-03-13,INR,2017-03-15,2017-06-21,0.061555024871327954,0.8793574981618277,77.3818729637589,0.8178024732904998,98,2,3.879183074520054,Mar17-Jun17,Mar-Jun
2017-03-14,INR,2017-03-15,2017-06-21,0.06043499117922636,0.85472344667763,77.41220070874171,0.7942884554984037,98,1,3.766225713066382,Mar17-Jun17,Mar-Jun
2017-03-15,INR,2017-06-21,2017-09-20,0.8455841992311732,1.6307695270886913,77.38718015590113,0.785185327857518,91,98,3.9704945827359595,Jun17-Sep17,Jun-Sep
2017-03-16,INR,2017-06-21,2017-09-20,0.8264932738792422,1.601863252466985,76.42941345427782,0.7753699785877427,91,97,3.9704377922627128,Jun17-Sep17,Jun-Sep
2017-03-17,INR,2017-06-21,2017-09-20,0.8030120515706252,1.5642005587886136,76.88475498625195,0.7611885072179885,91,96,3.8761510443771527,Jun17-Sep17,Jun-Sep
2017-03-20,INR,2017-06-21,2017-09-20,0.7870566675581273,1.5571873852762947,76.72069771968812,0.7701307177181674,91,93,3.930795047900446,Jun17-Sep17,Jun-Sep
2017-03-21,INR,2017-06-21,2017-09-20,0.776287764826374,1.5441376191655047,76.53861009580793,0.7678498543391308,91,92,3.9289294294654122,Jun17-Sep17,Jun-Sep
2017-03-22,INR,2017-06-21,2017-09-20,0.782248543064073,1.564497086128146,76.2875278544143,0.782248543064073,91,91,4.015334889454909,Jun17-Sep17,Jun-Sep
2017-03-23,INR,2017-06-21,2017-09-20,0.7765824820385641,1.5617936583220011,76.28447025858436,0.7852111762834371,91,90,4.030998562412279,Jun17-Sep17,Jun-Sep
2017-03-24,INR,2017-06-21,2017-09-20,0.8019432995664294,1.6219077968759246,76.25689223103703,0.8199644973094952,91,89,4.209531030953062,Jun17-Sep17,Jun-Sep
2017-03-27,INR,2017-06-21,2017-09-20,0.7927879466026055,1.6316682156821067,76.24137180397453,0.8388802690795012,91,86,4.308020271891953,Jun17-Sep17,Jun-Sep
2017-03-28,INR,2017-06-21,2017-09-20,0.7890188013647206,1.6337330475316567,76.70646264957028,0.8447142461669361,91,85,4.312156819425295,Jun17-Sep17,Jun-Sep
2017-03-29,INR,2017-06-21,2017-09-20,0.7807454533454142,1.6265530278029463,77.02755530650604,0.8458075744575321,91,84,4.300379150080887,Jun17-Sep17,Jun-Sep
2017-03-30,INR,2017-06-21,2017-09-20,0.779026959425319,1.6331408546988613,77.28140649697262,0.8541138952735423,91,83,4.328584871434763,Jun17-Sep17,Jun-Sep
2017-03-31,INR,2017-06-21,2017-09-20,0.7744670481121969,1.6339365771147567,77.40294158657005,0.8594695290025598,91,82,4.349209439139789,Jun17-Sep17,Jun-Sep
